idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
La Fiesta Acelerada,"¡Cuanto más grita la gente, más rápido va la música! Los estudiantes crearán un reproductor de música donde la variable 'tiempo de espera entre notas' es inversamente proporcional al nivel de ruido. Mucho ruido = espera corta (rápido).",13,16,3,"Musical Keyboard, Noise Level"
La Cueva del Eco Encantado,"Grita en la cueva digital y escucha cómo te responde. Los estudiantes deben capturar el valor del sensor de ruido en una variable, esperar un segundo y luego usar esa variable para establecer el volumen o la intensidad de la nota que toca el teclado.",10,13,2,"Musical Keyboard, Noise Level"
Teatro de Sonidos: La Tormenta,"Vamos a sonorizar una obra de teatro. Los estudiantes programarán el sistema para que cuando un actor haga un sonido de '¡Bang!' (pico de ruido), el teclado toque inmediatamente un acorde dramático y grave para simular un trueno resonante.",9,12,1,"Musical Keyboard, Noise Level"
La Discoteca a Pedales,"Imagina que la música funciona con energía sonora. Los estudiantes deben programar el sistema para que la canción suene solo si el nivel de ruido promedio se mantiene alto (aplausos, gritos). Si se cansan y callan, la fiesta se apaga.",8,11,1,"Musical Keyboard, Noise Level"
El Piano Empático,"Un piano que siente el ambiente. Si la clase está ruidosa y caótica, el piano toca música alegre. Si todos están callados y tranquilos, toca música melancólica. Los estudiantes aprenderán a usar condicionales para cambiar el conjunto de datos (notas) que usa el programa.",12,15,3,"Musical Keyboard, Noise Level"
El Desafío del Cantante de Ópera,"¿Cuánto tiempo puedes sostener la nota? Los estudiantes crearán un cronómetro musical. Mientras el sensor detecte voz, el teclado subirá una nota en la escala cada segundo. El objetivo es ver qué tan alto pueden llegar en la escala antes de quedarse sin aire.",10,14,2,"Musical Keyboard, Noise Level"
Control Remoto de Aplausos,"Los estudiantes deben programar un detector de patrones. No basta con un ruido, necesitan detectar dos picos de sonido en un intervalo corto de tiempo para alternar el estado (encendido/apagado) de la música. Introducción a lógica de estados y temporizadores.",13,16,3,"Musical Keyboard, Noise Level"
El Compositor Caótico,El ruido crea arte. Los alumnos usarán el valor del sensor de ruido como una variable aleatoria para seleccionar notas al azar del teclado. Un grito genera una nueva secuencia de notas impredecible.,11,14,2,"Musical Keyboard, Noise Level"
Teclado de Vocales,"Asigna una nota a cada intensidad. Intenta decir 'Ahhh' (fuerte) para tocar un Do, y 'Uuuu' (suave) para tocar un Mi. Los estudiantes deben calibrar rangos muy específicos para lograr tocar una canción simple solo variando la fuerza de su voz.",10,13,2,"Musical Keyboard, Noise Level"
La Trampa Musical,"Protege tu mochila. Si el sensor detecta un cambio repentino (delta) en el ruido ambiente (alguien acercándose o abriendo una cremallera), el teclado debe alternar rápidamente entre dos notas agudas como una sirena de policía.",9,12,1,"Musical Keyboard, Noise Level"
El Portero Musical,"Cuenta cuántas personas entran a clase saludando. Los estudiantes crearán un contador que incrementa una variable con cada saludo fuerte detectado, y el teclado tocará una nota correspondiente al número (1=Do, 2=Re, 3=Mi...).",11,14,2,"Musical Keyboard, Noise Level"
El Timbre de la Nave Espacial,"¡Eres el ingeniero de una nave espacial! Diseña el sistema de entrada para la cabina de mando. Cuando un astronauta quiera entrar y presione el botón (Switch), debe sonar una secuencia futurista de tres notas agudas para alertar al capitán.",8,10,1,"Musical Keyboard, Switch"
El Telégrafo del Espía Secreto,Necesitas enviar un mensaje secreto a tu base sin que nadie lo intercepte. Programa el sistema para que emita un tono continuo solo cuando mantengas el interruptor presionado. ¡Usa ritmos cortos y largos para crear tu propio código secreto!,10,12,2,"Musical Keyboard, Switch"
El Cofre del Tesoro Encantado,"Has encontrado un cofre mágico que solo canta cuando está abierto. Programa el interruptor para que funcione como la tapa del cofre: si está 'abierto' (ON), debe sonar una melodía mágica en bucle; si se cierra (OFF), debe haber silencio absoluto.",9,11,2,"Musical Keyboard, Switch"
La Trampa para Dragones,"Protege tu castillo. Coloca un 'cable trampa' (el interruptor) en la entrada. Si un dragón pisa el cable y activa el interruptor, tu programa debe hacer sonar una alarma fuerte y repetitiva (notas graves y agudas alternadas) para despertar a los guardias.",11,13,2,"Musical Keyboard, Switch"
El Traductor Gigante-Hormiga,"Crea un dispositivo traductor. Cuando el interruptor está apagado, habla con la voz grave de un gigante (nota baja). Cuando lo enciendes, habla con la voz aguda de una hormiga (nota alta). ¡Alterna el interruptor para contar una historia con dos personajes!",10,12,2,"Musical Keyboard, Switch"
El DJ de la Fiesta de Robots,"Eres el DJ en una fiesta de robots. Los robots solo pueden bailar cuando hay música. Programa el interruptor para que controle la pista de baile: al encenderlo suena música funk, y al apagarlo se corta el sonido para ver quién se mueve y queda eliminado.",8,10,1,"Musical Keyboard, Switch"
El Entrenador de Corredores,"Ayuda a un atleta a mantener el ritmo. Crea un dispositivo donde cada vez que muevas el interruptor, suene un 'bip' corto. El atleta tendrá que correr al ritmo que tú marques moviendo el interruptor de un lado a otro constantemente.",12,14,3,"Musical Keyboard, Switch"
El Motor del Submarino,"Pilotas un submarino. Cuando activas los motores (Switch ON), debe escucharse un sonido grave y constante de fondo para saber que todo funciona. Cuando apagas los motores, debe sonar una secuencia de notas bajando de tono indicando que el sistema se ha detenido.",11,13,2,"Musical Keyboard, Switch"
Escalando la Montaña Musical,"Cada vez que presiones el interruptor, tu personaje sube un escalón en una montaña mágica. Programa el sistema para que cada pulsación toque una nota más aguda que la anterior (Do, Re, Mi...), hasta llegar a la cima.",12,15,3,"Musical Keyboard, Switch"
Alerta de Invasión Alienígena,"¡Emergencia! Detectamos ovnis. Configura el interruptor como un botón de pánico. Al activarlo, debe enviar automáticamente la señal de S.O.S. (... --- ...) usando sonidos cortos y largos repetidamente hasta que se apague.",13,15,3,"Musical Keyboard, Switch"
El Duelo de Vaqueros Digital,"Desafía tus reflejos. El programa tocará una nota de 'desafío' al azar. Tu misión es programar el interruptor para que, al presionarlo, detenga el sonido inmediatamente y toque una fanfarria de victoria.",11,14,3,"Musical Keyboard, Switch"
El Conductor del Expreso Polar,"Conduces un tren a través de la niebla. Para avisar a los animales del bosque, necesitas una bocina potente. Configura el interruptor para que, al presionarlo, suenen dos notas graves (ej. Do y Mi) al mismo tiempo, creando un sonido de bocina fuerte.",9,11,1,"Musical Keyboard, Switch"
La Carta Sorpresa de Cumpleaños,"Quieres sorprender a tu mejor amigo. Diseña una tarjeta digital que, cuando él mueva el interruptor (como si abriera el sobre), comience a sonar la canción de 'Cumpleaños Feliz' automáticamente.",8,10,2,"Musical Keyboard, Switch"
El Bosque Encantado: Día y Noche,"Crea la banda sonora de un bosque mágico. Si el interruptor está en 'Día' (ON), toca una melodía rápida y feliz. Si cambias a 'Noche' (OFF), la música debe cambiar instantáneamente a una melodía lenta y misteriosa.",10,13,2,"Musical Keyboard, Switch"
Lanzamiento del Cohete a Marte,"Eres el jefe de control de misión. Cuando actives el interruptor de lanzamiento, el sistema debe tocar 5 notas cortas descendentes (como una cuenta atrás: 5, 4, 3, 2, 1) seguidas de un acorde largo y triunfal para el despegue.",9,11,2,"Musical Keyboard, Switch"
El Robot Cantor de Ópera,"Tu robot quiere entrar a la escuela de ópera, pero necesita practicar su nota perfecta. Programa el interruptor para que, mientras esté encendido, el robot cante una nota 'La' perfectamente afinada y continua sin desafinar.",11,14,1,"Musical Keyboard, Switch"
El Juez del Concurso de TV,"Estás diseñando el pulsador para un programa de concursos. Cuando un concursante presiona el interruptor para responder, debe sonar un 'Ding-Ding' brillante para indicar que ha pedido el turno.",8,10,1,"Musical Keyboard, Switch"
La Máquina de la Verdad,"Construye un detector de mentiras para jugar con amigos. Haz una pregunta. Si el operador mueve el interruptor a la derecha (ON), suena un sonido celestial (Verdad). Si lo mueve a la izquierda (OFF), suena un zumbido grave y feo (Mentira).",9,12,2,"Musical Keyboard, Switch"
La Bomba de Tiempo Musical,"¡Corre contra el tiempo! Al activar el interruptor, inicia una secuencia de notas repetitivas. Programa una variable para que, con cada repetición, las notas suenen más rápido, creando tensión como en una película de acción.",13,16,3,"Musical Keyboard, Switch"
El Radar del Barco Pirata,"Navegas en busca de tesoros. Activa el radar (Switch ON) para buscar islas cercanas. Debe sonar un 'Ping' agudo cada 2 segundos exactamente mientras el radar esté encendido. Si lo apagas, el radar se silencia para no ser detectado.",10,12,2,"Musical Keyboard, Switch"
El Timbre de la Base Espacial,"Diseña el sistema de acceso para una base secreta en Marte. Los estudiantes deben programar el botón para que, al ser presionado por un 'astronauta', se reproduzca una secuencia de notas específica que alerte a la tripulación de una llegada.",8,10,1,"Musical Keyboard, Touch Button"
Voces de Gigantes y Ratones,"Crea un instrumento mágico que cambia de voz. Normalmente suena grave como un gigante, pero cuando mantienes presionado el botón mágico, el sonido se vuelve agudo como el de un ratón. Aprenderán sobre variables y modificación de tono.",10,12,2,"Musical Keyboard, Touch Button"
El Mensajero Secreto,¡Eres un espía enviando códigos! Programa el sistema para que emita un sonido constante solo mientras presionas el botón. Los estudiantes practicarán la lógica de estados 'presionado/liberado' para enviar mensajes de puntos y rayas.,9,11,1,"Musical Keyboard, Touch Button"
El Director de Orquesta Automático,"Ayuda a un músico solitario. Cuando toca solo, suena una nota, pero si activa el 'Botón de la Banda', el sistema debe calcular y tocar notas adicionales automáticamente para crear una armonía completa.",12,14,3,"Musical Keyboard, Touch Button"
Desafío de Memoria Alienígena,"Un alienígena te habla con música. Escucha su secuencia y repítela en el teclado. Cuando creas que lo tienes, presiona el botón de 'Transmitir' para ver si entendiste el mensaje correctamente.",11,14,3,"Musical Keyboard, Touch Button"
Hombre Orquesta Digital,"Conviértete en una banda de una sola persona. Programa el botón para que suene como un tambor grave cada vez que lo toques, mientras usas el teclado para inventar melodías. ¡Coordinación y ritmo en acción!",8,11,1,"Musical Keyboard, Touch Button"
El Camaleón Musical,"Crea un instrumento que se transforma. Empieza sonando como un piano, pero cada vez que tocas el botón mágico, cambia su 'piel' a otro instrumento. Los estudiantes usarán contadores y listas.",10,13,2,"Musical Keyboard, Touch Button"
El Eco de la Caverna,"Estás tocando música en una cueva enorme. Programa el botón para que, al mantenerlo presionado, active el 'eco', haciendo que las notas duren mucho más tiempo antes de desvanecerse.",11,13,2,"Musical Keyboard, Touch Button"
La Caja de Música Infinita,Construye una máquina que recuerda tu canción. Toca algo bonito y luego presiona el botón para que la máquina lo repita una y otra vez mientras tú bailas o tocas encima.,12,15,3,"Musical Keyboard, Touch Button"
Lluvia de Estrellas Musicales,"Crea un generador de melodías espaciales. No necesitas saber tocar; solo programa el botón para que, cada vez que lo toques, la computadora elija una nota 'mágica' al azar que suene bien.",9,11,1,"Musical Keyboard, Touch Button"
El Juego de las Estatuas Musicales,"Programa el juego clásico. La música debe sonar automáticamente, pero tú tienes el control absoluto: cuando presionas el botón, ¡silencio total! Todos deben congelarse.",8,10,1,"Musical Keyboard, Touch Button"
La Bóveda del Tesoro Pirata,"Protege tu tesoro con una clave musical. Elige tres notas secretas. Si alguien toca esas notas y presiona el botón, la bóveda se abre (sonido de triunfo). Si no, ¡suena una alarma!",10,13,2,"Musical Keyboard, Touch Button"
El Piano del Mundo al Revés,"Viaja a una dimensión espejo. Programa el botón para que invierta todo: cuando lo mantienes presionado, las teclas de la izquierda suenan agudas y las de la derecha graves. ¡Un reto para el cerebro!",11,14,3,"Musical Keyboard, Touch Button"
Marcapazos del Corazón Robot,Tienes que darle vida a un robot. Presiona el botón al ritmo que quieras que lata su corazón. El teclado comenzará a sonar 'bip-bip' exactamente a la velocidad que tú le marcaste.,12,15,3,"Musical Keyboard, Touch Button"
DJ Remix en Vivo,"¡Eres el DJ de la fiesta! Mientras suena una nota larga, usa el botón para 'cortarla' rápidamente y crear efectos rítmicos modernos. Aprende sobre bucles rápidos y control de tiempo.",10,12,2,"Musical Keyboard, Touch Button"
Escalera al Cielo,Sube una escalera musical infinita. No toques las teclas; solo presiona el botón para dar un 'paso'. Cada paso debe sonar un poco más agudo que el anterior. ¿Qué pasa cuando llegas muy alto?,9,11,1,"Musical Keyboard, Touch Button"
