idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
Explorador de Cuevas Sonoras,Estás en una gruta de cristal. Grita '¡HOLA!' (Ruido). El sistema debe esperar un segundo y responderte con un eco musical: una secuencia de notas brillantes en el Teclado y un golpe profundo de Tambor que simula el retumbar de las paredes.,9,12,2,"Musical Drum, Musical Keyboard, Noise Level"
No Despiertes al Ogro,"El Ogro duerme. Tienes que tocar la 'Canción de Cuna' en el teclado muy suavemente. Si alguien en la clase hace ruido (tos, risa, golpe) y el sensor lo detecta, el Ogro se despierta furioso golpeando el Tambor y pierdes el juego.",7,10,1,"Musical Drum, Musical Keyboard, Noise Level"
Dios del Trueno,"Controla el clima. Usa las teclas agudas para simular gotas de lluvia cayendo. Cuando quieras un relámpago, da una palmada fuerte cerca del sensor (Noise). El sistema responderá inmediatamente con un estruendo de Tambor y un acorde grave y oscuro en el teclado.",8,12,2,"Musical Drum, Musical Keyboard, Noise Level"
El Aplausómetro Ganador,Juzga la actuación. Pide a la clase que aplauda. El sensor mide la intensidad. Nivel bajo = Tambor triste. Nivel medio = Ritmo básico. Nivel máximo = ¡Fiesta! (Redoble de Tambor + Fanfarria de victoria en el Teclado).,8,11,1,"Musical Drum, Musical Keyboard, Noise Level"
Compositor de Loops en Vivo,"Graba tu canción. Haz un ritmo con la boca. Si el sonido es grave y fuerte, el sistema grabará un golpe de Bombo. Si es agudo (silbido/grito), grabará una nota de Teclado. Repite el patrón para crear una canción compleja solo con tu voz.",12,15,3,"Musical Drum, Musical Keyboard, Noise Level"
Academia de Magia,"Prepara tu varita. Presiona la tecla 'Fuego' o 'Hielo' para cargar el hechizo. Para lanzarlo, tienes que gritar el conjuro '¡ABRACADABRA!' al micrófono. Si el volumen es suficiente, el Tambor simulará la explosión mágica del impacto.",9,13,2,"Musical Drum, Musical Keyboard, Noise Level"
La Bóveda Secreta,"El código no son números, es ritmo. Golpea la mesa: 'Poc-Poc-Poc' (Sensor de Ruido cuenta 3 picos). Luego toca 'Do-Re' en el teclado. Si lo haces en el orden correcto y a tiempo, el Tambor hará 'Clic' y la puerta se abrirá.",10,14,3,"Musical Drum, Musical Keyboard, Noise Level"
¿Qué dice el Zorro?,"Habla con los animales. Haz un sonido de animal al micrófono. Si es un sonido corto y fuerte (ladrido), el Tambor toca rápido (contento) y el Teclado dice 'Hola'. Si es un sonido largo (aullido), el Teclado toca una melodía triste.",7,10,1,"Musical Drum, Musical Keyboard, Noise Level"
Agente de Tránsito,Dirige el cruce. Los coches pasan rápido (Tambor constante). Toca tu silbato fuertemente (Ruido agudo) para detener el tráfico. El tambor parará y el teclado tocará una melodía segura para que los peatones crucen.,8,11,1,"Musical Drum, Musical Keyboard, Noise Level"
Cuentacuentos de Miedo,"Ambienta tu historia. Usa el teclado para poner música tenebrosa de fondo. El sistema escuchará tu narración. Si detecta un grito repentino (pico de Ruido), disparará automáticamente un efecto de sonido de golpe (Tambor) para asustar a la audiencia.",10,13,2,"Musical Drum, Musical Keyboard, Noise Level"
Concierto Silencioso,"Eres un pianista genial pero muy tímido. Puedes tocar melodías increíbles en el teclado, pero solo si hay silencio absoluto en la clase. Si el sensor de ruido detecta que alguien habla, el piano se desafina y el Tambor suena como si tropezaras.",9,12,2,"Musical Drum, Musical Keyboard, Noise Level"
MC Robot,Improvisa rimas. El Tambor pone un beat de Hip-Hop. Tú rapeas al micrófono (Noise). El sistema detecta cuando terminas una frase (silencio breve) y automáticamente toca un 'fill' o adorno en el teclado para rellenar el hueco.,11,15,3,"Musical Drum, Musical Keyboard, Noise Level"
Forjando la Espada Legendaria,"Trabaja el metal. Golpea tu mesa con un lápiz al ritmo. El sensor de ruido capta el impacto y el Tambor reproduce el sonido de un martillo pesado contra un yunque. Cada 4 golpes, el Teclado suena brillante indicando que la espada está lista.",8,11,1,"Musical Drum, Musical Keyboard, Noise Level"
Simulador de Fórmula 1,"Acelera tu coche. Haz el sonido del motor con la boca. Si es suave, el Tambor va lento y el Teclado grave. Si ruges fuerte (Noise alto), el Tambor acelera al máximo y el Teclado sube de tono simulando el cambio de marchas a toda velocidad.",9,13,2,"Musical Drum, Musical Keyboard, Noise Level"
Código Secreto Sonoro,"Envía mensajes ocultos. Golpea la mesa (Noise). Si es un golpe corto, suena un Tambor (Punto). Si arrastras el dedo o haces un sonido largo, suena una nota de Teclado (Raya). Aprende a escribir tu nombre en música Morse.",11,14,3,"Musical Drum, Musical Keyboard, Noise Level"
Crescendo de la Orquesta,"Controla la intensidad. Pide al grupo que haga un sonido continuo 'Ahhh', subiendo y bajando el volumen. El sistema leerá el Nivel de Ruido: suave activa una melodía de piano; fuerte activa una batería rockera potente acompañando al piano.",10,13,2,"Musical Drum, Musical Keyboard, Noise Level"
Fiesta Activada por Voz,"¡Que no pare la fiesta! La banda (Teclado y Tambor) solo toca si tú haces ruido, cantas o gritas. En el momento en que te quedes callado (Silencio), la música se detiene abruptamente. ¡Mantén la energía arriba!",6,9,1,"Musical Drum, Musical Keyboard, Noise Level"
Entrenador de Oído Absoluto,"El sistema toca un 'Do' en el teclado. Tienes que cantar esa misma nota al micrófono. El sensor analizará tu tono (frecuencia del ruido). Si afinas correctamente, el Tambor tocará una fanfarria de celebración.",12,16,3,"Musical Drum, Musical Keyboard, Noise Level"
El Camaleón Musical,"Crea un instrumento mágico que cambia de forma. Eres un mago en un concierto: cuando tu varita (el interruptor) está arriba, tocas una suave melodía de piano para dormir al dragón. Cuando bajas la varita, ¡bum!, tocas tambores de guerra para despertar a los caballeros.",8,11,1,"Musical Drum, Musical Keyboard, Switch"
La Banda de Un Solo Robot,¡Tu banda no llegó al ensayo! No hay problema. Programa al 'Robot Baterista' (el interruptor) para que mantenga el ritmo constante mientras tú tocas el solo de piano más épico de la historia. ¡Conviértete en una estrella de rock solitaria!,9,12,2,"Musical Drum, Musical Keyboard, Switch"
Zapatos de Gigante Musical,"Imagina que eres un gigante caminando por un piano enorme. Activa el 'Modo Gigante' con el interruptor: ahora, cada paso que das (cada nota que tocas) hace temblar la tierra con un fuerte golpe de tambor. ¡Desactívalo para volver a ser un elfo silencioso!",7,10,1,"Musical Drum, Musical Keyboard, Switch"
La Trampa del Museo de Joyas,"Eres el guardia de seguridad de un museo. Activa el sistema de seguridad (interruptor) antes de irte. Si un ladrón intenta tocar el piano antiguo (tocar cualquier tecla), ¡sonará una alarma ensordecedora de tambores y teclas locas para atraparlo!",10,13,2,"Musical Drum, Musical Keyboard, Switch"
Traductor de Código Espía,Eres un espía recibiendo un mensaje secreto. Los sonidos suaves (piano) son puntos y los fuertes (batería) son rayas. Usa el interruptor para alternar entre decodificar el mensaje y enviar tu propia respuesta rítmica a la base.,11,14,3,"Musical Drum, Musical Keyboard, Switch"
Director de Cine de Terror,"Estás filmando una película. La escena comienza feliz en el parque (toca el piano). ¡De repente, el villano aparece! Mueve el interruptor para cambiar la iluminación y la música: ahora solo suenan tambores de suspenso y notas graves. ¡Acción!",8,12,2,"Musical Drum, Musical Keyboard, Switch"
El Desafío del Relojero,El Gran Reloj de la torre se ha roto y debe ser reparado al ritmo exacto. Activa el mecanismo (interruptor) para escuchar el 'tic-tac' (batería). Debes tocar las campanadas (piano) exactamente cuando suena el golpe para arreglar el tiempo.,9,13,2,"Musical Drum, Musical Keyboard, Switch"
La Bailarina en la Caja,"Construye una caja de música digital. Cuando abres la tapa (enciendes el interruptor), la bailarina despierta y suena un hermoso vals de piano y percusión suave. Si cierras la tapa (apagas), la música se detiene y la bailarina duerme.",6,9,1,"Musical Drum, Musical Keyboard, Switch"
DJ Fiesta en la Playa,"¡Eres el DJ principal! La gente está bailando tu melodía de piano. Cuando sientas que la energía sube, activa el interruptor para soltar el 'DROP' (un redoble de batería loco). ¡Haz que la multitud salte!",10,14,2,"Musical Drum, Musical Keyboard, Switch"
Árbitro de las Sillas Locas,Tú controlas la diversión en la fiesta. Programa el sistema para tocar una marcha divertida con piano y tambores cuando el interruptor esté encendido. ¡Apágalo en el momento más inesperado para ver quién se queda sin silla!,6,10,1,"Musical Drum, Musical Keyboard, Switch"
El Creador de Clima,"Tienes el poder de controlar el clima. Toca las teclas agudas para hacer una lluvia suave. Cuando quieras asustar a todos con una tormenta eléctrica, activa el interruptor para lanzar truenos retumbantes (batería grave y piano fuerte).",8,11,2,"Musical Drum, Musical Keyboard, Switch"
Conversación Alienígena,"Un alienígena intenta comunicarse contigo usando golpes en su nave (batería, interruptor A). Cambia el interruptor a B para responderle usando tu traductor universal (piano). ¿Puedes repetir su frase para hacerte amigo?",9,12,3,"Musical Drum, Musical Keyboard, Switch"
Ingeniero de la Fábrica de Robots,La cinta transportadora de robots está funcionando (enciende el interruptor para oír los engranajes/batería). A veces se atasca: usa el teclado para ajustar las tuercas (notas de piano) y cambiar la velocidad de la máquina sin apagarla.,10,13,2,"Musical Drum, Musical Keyboard, Switch"
El Piano con Superpoderes,"Este no es un piano normal. Cuando mantienes presionado el 'Botón de Poder' (interruptor), cada tecla que tocas lanza un súper acorde y un platillazo explosivo. ¡Úsalo para el gran final de tu canción!",8,11,2,"Musical Drum, Musical Keyboard, Switch"
El Timbre de la Mansión Embrujada,"Diseña el timbre para una casa de Halloween. Cuando los visitantes presionen el botón (interruptor), debe sonar una melodía espeluznante de piano seguida de un golpe de puerta (batería) que los haga saltar del susto.",7,10,1,"Musical Drum, Musical Keyboard, Switch"
La Máquina de la Verdad,"Interroga a tus amigos. Hazles una pregunta divertida. Si crees que dicen la verdad, mueve el interruptor a la izquierda para que suene una música celestial. Si mienten, ¡muévelo a la derecha para que suene la alarma de '¡MENTIROSO!' con tambores!",8,12,1,"Musical Drum, Musical Keyboard, Switch"
El Loro Musical,"Tienes un loro robot. Enséñale una melodía corta tocando el piano. Cuando actives su interruptor de 'Repetir', él cantará tu melodía una y otra vez sobre una base de hip-hop (batería) hasta que le digas que pare.",11,14,3,"Musical Drum, Musical Keyboard, Switch"
Cazador de Mosquitos,"Escucha con atención. Si oyes el piano, relájate. Pero si oyes el zumbido del mosquito (sonido de batería rápida), ¡activa el interruptor (matamoscas) lo más rápido posible para atraparlo antes de que te pique!",7,10,2,"Musical Drum, Musical Keyboard, Switch"
Conductor de Autobús Espacial,"Súbete a tu autobús espacial. Gira la llave (interruptor) para encender los propulsores (batería retumbante). Mientras viajas por el espacio, usa el teclado para tocar la bocina a los meteoritos o poner música para los pasajeros alienígenas.",6,9,1,"Musical Drum, Musical Keyboard, Switch"
El Mundo del Revés,"Has entrado en un espejo mágico. Cuando activas el interruptor, todo se invierte: las notas agudas se vuelven graves, las graves agudas, y tu piano suena como tambores de acero. ¿Puedes tocar tu canción favorita al revés?",10,14,3,"Musical Drum, Musical Keyboard, Switch"
El Hombre Orquesta Digital,"¡Conviértete en una banda de una sola persona! En este desafío, programarás un instrumento mágico. Al principio, solo tocas el piano, pero cuando presionas el botón mágico, tu instrumento evoluciona y agrega tambores a cada nota que tocas para darle más potencia a tu concierto.",8,11,1,"Musical Drum, Musical Keyboard, Touch Button"
La Base de Rap del DJ,"Eres el DJ principal de la fiesta. Tu tarea es programar el botón para que lance un 'beat' de hip-hop automático. Una vez que el ritmo esté sonando, usarás el teclado para crear melodías pegadizas encima. ¡Si la gente se cansa, usa el botón para cortar la música!",9,12,2,"Musical Drum, Musical Keyboard, Touch Button"
El Loro Musical Robótico,"Un pájaro robótico te canta una canción extraña mezclando piano y tambores. Tu misión es escuchar atentamente y repetir lo que hizo. Si te olvidas de la melodía, puedes presionar el botón de 'Ayuda' para que el robot te cante la secuencia otra vez.",7,10,1,"Musical Drum, Musical Keyboard, Touch Button"
Director de Cine de Terror,Estás sonorizando una película de misterio. Usarás las teclas para hacer música de suspenso y los tambores para los sustos (¡BUM!). El botón sirve para cambiar de escena: presionalo cuando el héroe entre a una cueva oscura para cambiar los sonidos a algo más tenebroso.,10,13,2,"Musical Drum, Musical Keyboard, Touch Button"
Entrenador de Ritmo Ninja,"Para ser un ninja musical, debes tener un tiempo perfecto. Activa el 'Sensei del Ritmo' con el botón. Él marcará el paso con un tambor constante. Tu desafío es tocar las notas del piano exactamente cuando suena el tambor. ¡No te adelantes ni te atrases!",8,12,1,"Musical Drum, Musical Keyboard, Touch Button"
El Piano Mutante,"¡Un experimento científico salió mal y tu piano se mezcló con una batería! Ahora, la mitad izquierda de tu teclado hace ruidos de tambor y la derecha suena como piano. Usa el botón rojo para mover la línea de infección y decidir cuántas teclas son tambores y cuántas son piano.",11,14,3,"Musical Drum, Musical Keyboard, Touch Button"
La Máquina del Eco Eterno,Estás en un cañón mágico que repite todo lo que haces. Toca un ritmo genial y presiona el botón para 'capturarlo'. El cañón seguirá repitiendo tu ritmo una y otra vez mientras tú improvisas un solo de piano épico encima.,12,15,3,"Musical Drum, Musical Keyboard, Touch Button"
